BHK,Price,registration_charges,localities,super_built_up_area,carpet_area,price_per_sqft,bathroom,balconies,status,additional_room,transaction_type,floorNum,funrished_status,address,facing,projectName,Area_sqft,Property_Type,regions,price_in_inr
3.0,₹1.75 Cr,Not specified,Thanisandra,1500.0,1231,11666.0,3.0,0.0,Ready to move,None,Resale,8,Semi-Furnished,Sobha City Rd,Not Specified,Sobha City,1500.0,Multistorey Apartment,Bangalore,17500000.0
3.0,₹96 Lac,"₹5,37,600",Sahakara Nagar,1651.0,1355,5814.0,3.0,3.0,Ready to move,None,Resale,5,Unfurnished,Sahakarnagar,North,Alpine Pyramid,1651.0,Multistorey Apartment,Bangalore,9600000.0
3.0,₹1.8 Cr,Not specified,Jakkur Plantation,2000.0,1642,9000.0,3.0,0.0,Ready to move,None,Resale,1,Unfurnished,201.,Not Specified,UNKNOWN,2000.0,Multistorey Apartment,Bangalore,18000000.0
3.0,₹1.9 Cr,"₹10,64,000",Canara Bank Layout,2400.0,2200,7916.0,3.0,2.0,Ready to move,Store Room,New Property,Not specified,Semi-Furnished,uttarahalli near shanthi sagar,North,UNKNOWN,2400.0,Residential House,Bangalore,19000000.0
3.0,₹2.2 Cr,"₹12,31,999",Lakshmamma Layout Rmv Extension,2129.0,2100,10333.0,3.0,2.0,Ready to move,None,Resale,3,Semi-Furnished,RMV Extension Stage 2nd RMV,Not Specified,Chartered Jardin,2129.0,Multistorey Apartment,Bangalore,22000000.0
9.0,₹1.6 Cr,Not specified,Oil Mill Road,2850.0,2750,5614.0,4.0,0.0,Ready to move,None,Resale,3,Unfurnished,Standalone Building Oil Mill Road Lingarajapuram Opp Infinite Sports Arena Aravindanagar Bangalore.,East,UNKNOWN,2850.0,Residential House,Bangalore,16000000.0
2.0,₹2 Cr,"₹11,20,000",Manorayana Palya,1250.0,1200,16000.0,2.0,0.0,Ready to move,None,Resale,3,Unfurnished,Manorayanapalya,Not Specified,UNKNOWN,1250.0,Multistorey Apartment,Bangalore,20000000.0
2.0,₹51 Lac,"₹2,85,599",Rajanukunte,1175.0,964,4340.0,2.0,2.0,Ready to move,None,Resale,3,Unfurnished,Rajanukunte,Not Specified,Vrindavan Bliss,1175.0,Multistorey Apartment,Bangalore,5100000.0
3.0,₹1.83 Cr,"₹10,24,799",Thanisandra,1595.0,1309,11473.0,3.0,0.0,Ready to move,Study Room,Resale,19,Unfurnished,Thanisandra,East,Bhartiya City Nikoo Homes,1595.0,Multistorey Apartment,Bangalore,18300000.0
2.0,₹1.85 Cr,Not specified,Hennur Main Road,1145.0,940,16157.0,2.0,2.0,Ready to move,None,Resale,1,Unfurnished,Hennur.,East,Total Environment In That Quiet Earth,1145.0,Multistorey Apartment,Bangalore,18500000.0
4.0,₹1.4 Cr,"₹7,83,999",Patel Muniyappa Layout,2400.0,1700,5833.0,3.0,2.0,Ready to move,None,Resale,Not specified,Unfurnished,No 70,Not Specified,UNKNOWN,2400.0,Residential House,Bangalore,14000000.0
3.0,₹1.45 Cr,"₹8,11,999",Manyata Tech Park,1660.0,1245,8734.0,3.0,3.0,Ready to move,None,Resale,4,Unfurnished,Manyata Tech Park,West,Creative Elegance,1660.0,Multistorey Apartment,Bangalore,14500000.0
3.0,₹4 Cr,Not specified,Mariyannapalya,2322.0,1906,17226.0,3.0,0.0,Ready to move,Servant Room,Resale,7,Not Specified,B 702.,East,Karle Zenith,2322.0,Multistorey Apartment,Bangalore,40000000.0
3.0,₹2.2 Cr,Not specified,Yelahanka New Town,1040.0,853,21153.0,2.0,0.0,Ready to move,None,Resale,1,Unfurnished,2307.,Not Specified,UNKNOWN,1040.0,Residential House,Bangalore,22000000.0
3.0,₹1.2 Cr,"₹6,71,999",Thanisandra Main Road,1616.0,1200,7425.0,3.0,3.0,Ready to move,None,Resale,4,Semi-Furnished,chokkanahalli main road,East,Tetra Grand Green Aspire,1616.0,Multistorey Apartment,Bangalore,12000000.0
2.0,₹65 Lac,Not specified,Thanisandra,1002.0,925,6487.0,2.0,2.0,Ready to move,None,Resale,1,Unfurnished,002.,North,GM Nest Apartment,1002.0,Multistorey Apartment,Bangalore,6500000.0
3.0,₹97 Lac,"₹5,43,200",Jakkur,1530.0,1256,6339.0,3.0,3.0,Ready to move,None,Resale,4,Unfurnished,agrahara main road,North,Sashank Amogha,1530.0,Multistorey Apartment,Bangalore,9700000.0
3.0,₹1.39 Cr,Not specified,Bagalur Main Road,1550.0,1272,8967.0,3.0,0.0,Ready to move,Store Room,New Property,2,Furnished,60 Greenwood enclave maralakuta Bagaluru yele Yelahanka,North - West,UNKNOWN,1550.0,Residential House,Bangalore,13899999.999999998
3.0,₹1.28 Cr,Not specified,Vidyaranyapura,1740.0,1260,7356.0,2.0,4.0,Ready to move,Store Room,New Property,4,Semi-Furnished,Amba bhavani temple road,North - East,Sashank Aadya,1740.0,Multistorey Apartment,Bangalore,12800000.0
3.0,₹1.4 Cr,"₹7,83,999",Yelahanka,1721.0,1413,8134.0,3.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,Veerasagara Main Rd,East,Trivik Windwalk,1721.0,Multistorey Apartment,Bangalore,14000000.0
6.0,₹2 Cr,Not specified,Chikkabanavara,2000.0,1800,10000.0,5.0,4.0,Ready to move,None,New Property,3,Furnished,Haladmara bus stop Acharya College main road Ganapathi nagar Chikkabanavara,Not Specified,UNKNOWN,2000.0,Residential House,Bangalore,20000000.0
3.0,₹1.55 Cr,"₹8,67,999",Bagalur Main Road,1473.0,1209,10522.0,3.0,0.0,Ready to move,None,Resale,13,Unfurnished,Bagalur Main Road,North,Prestige Finsbury Park Regent,1473.0,Multistorey Apartment,Bangalore,15500000.0
3.0,₹2.25 Cr,Not specified,Yeswanthpur,1699.0,1395,13243.0,3.0,2.0,Ready to move,Study Room,Resale,13,Not Specified,Yeswanthpur,East,Vaishnavi Nakshatra,1699.0,Multistorey Apartment,Bangalore,22500000.0
2.0,₹1.2 Cr,"₹6,71,999",Kodigehalli,1200.0,800,10000.0,2.0,0.0,Ready to move,None,Resale,1,Unfurnished,2nd main,East,UNKNOWN,1200.0,Residential House,Bangalore,12000000.0
2.0,₹1.25 Cr,"₹6,99,999",Thanisandra,1009.0,627,12388.0,2.0,2.0,Not specified,None,Resale,8,Unfurnished,Thanisandra,East,Sobha Dream Gardens,1009.0,Multistorey Apartment,Bangalore,12500000.0
3.0,₹2.25 Cr,"₹12,59,999",Yeswanthpur,1699.0,1395,13243.0,3.0,2.0,Ready to move,Study Room,Resale,13,Unfurnished,Yeswanthpur,East,UNKNOWN,1699.0,Multistorey Apartment,Bangalore,22500000.0
3.0,₹1.35 Cr,Not specified,Yeswanthpur,1488.0,1221,9072.0,2.0,2.0,Ready to move,Store Room,Resale,2,Unfurnished,Yeswanthpur,East,Vibrant Advaitha,1488.0,Multistorey Apartment,Bangalore,13500000.0
4.0,₹2.8 Cr,Not specified,Yelahanka,1750.0,1437,16000.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,Yelahanka New Town,North - East,UNKNOWN,1750.0,Residential House,Bangalore,28000000.0
2.0,₹1.38 Cr,Not specified,Rachenahalli,1386.0,884,9956.0,2.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,301 607,East,Formist Treehouse,1386.0,Multistorey Apartment,Bangalore,13799999.999999998
3.0,₹1.85 Cr,"₹10,35,999",Bagalur Main Road,1562.0,1282,11843.0,3.0,0.0,Ready to move,None,Resale,5,Unfurnished,Bagalur Main Road,Not Specified,Prestige Finsbury Park Regent,1562.0,Multistorey Apartment,Bangalore,18500000.0
3.0,₹2.55 Cr,Not specified,Thanisandra Main Road,2102.0,1726,12131.0,3.0,0.0,Ready to move,None,Resale,23,Semi-Furnished,Thanisandra Main Road,South,Nikoo Homes,2102.0,Multistorey Apartment,Bangalore,25500000.0
2.0,₹1.05 Cr,Not specified,Kogilu,1000.0,821,10500.0,2.0,0.0,Ready to move,None,Resale,12,Unfurnished,Kogilu,Not Specified,Adarsh Greens,1000.0,Multistorey Apartment,Bangalore,10500000.0
2.0,₹1.2 Cr,"₹6,71,999",Thanisandra,1058.0,700,11342.0,2.0,3.0,Ready to move,None,Resale,21,Unfurnished,thanisandra,West,Sobha Dream Gardens,1058.0,Multistorey Apartment,Bangalore,12000000.0
3.0,₹1.35 Cr,"₹7,55,999",Thanisandra,1600.0,1562,8437.0,2.0,2.0,Ready to move,None,Resale,8,Semi-Furnished,near elements mall,Not Specified,Indira Iris,1600.0,Multistorey Apartment,Bangalore,13500000.0
2.0,₹1.2 Cr,"₹6,71,999",Kanaka Nagar,900.0,739,13333.0,2.0,0.0,Ready to move,None,Resale,Not specified,Semi-Furnished,Kanaka Nagar,North,UNKNOWN,900.0,Residential House,Bangalore,12000000.0
2.0,₹1.14 Cr,"₹6,41,199",Thanisandra,1054.0,626,10815.0,2.0,3.0,Ready to move,None,Resale,18,Unfurnished,Sobha Dream gardens Bellahalli,Not Specified,Sobha Dream Gardens,1054.0,Multistorey Apartment,Bangalore,11399999.999999998
3.0,₹1.15 Cr,Not specified,Hebbal,1610.0,1322,7142.0,3.0,4.0,Ready to move,None,Resale,2,Furnished,Hebbal,East,Insight Nandana,1610.0,Multistorey Apartment,Bangalore,11500000.0
2.0,₹1.05 Cr,Not specified,Thanisandra,1365.0,1120,7692.0,2.0,3.0,Ready to move,None,Resale,13,Furnished,later,West,Monarch Serenity,1365.0,Multistorey Apartment,Bangalore,10500000.0
3.0,₹45 Lac,Not specified,Yelahanka,1075.0,882,4186.0,2.0,0.0,Ready to move,Store Room,Resale,6,Semi-Furnished,Yellankha Doddabolapur Road. Marasandra. Bangalore North. Bangalore-562163,North,UNKNOWN,1075.0,Multistorey Apartment,Bangalore,4500000.0
3.0,₹1.05 Cr,"₹5,87,999",Yelahanka,1700.0,1500,6176.0,4.0,2.0,Ready to move,Store Room,Resale,1,Unfurnished,Gantiganahally,East,UNKNOWN,1700.0,Residential House,Bangalore,10500000.0
2.0,₹1.39 Cr,Not specified,Yeswanthpur,1195.0,1195,11631.0,2.0,2.0,Ready to move,None,Resale,12,Unfurnished,Yeswanthpur,North,Vaishnavi Nakshatra,1195.0,Multistorey Apartment,Bangalore,13899999.999999998
2.0,₹72 Lac,"₹4,03,199",Yelahanka New Town,1054.0,865,6831.0,2.0,0.0,Not specified,None,Resale,9,Unfurnished,Yelahanka New Town,North,Shriram Solitaire,1054.0,Multistorey Apartment,Bangalore,7200000.0
3.0,₹1.6 Cr,"₹8,95,999",Jakkur,1865.0,1531,8579.0,3.0,3.0,Ready to move,None,Resale,3,Semi-Furnished,Jakkur,North - West,Century Breeze,1865.0,Multistorey Apartment,Bangalore,16000000.0
2.0,₹46 Lac,Not specified,Jalahalli West,1015.0,833,4532.0,2.0,0.0,Ready to move,None,Resale,3,Unfurnished,C BLOCK 313,North,Commanders Glory,1015.0,Multistorey Apartment,Bangalore,4600000.0
3.0,₹2.75 Cr,Not specified,Manyata Tech Park,1685.0,1383,16320.0,3.0,0.0,Ready to move,None,Resale,27,Unfurnished,Purava atmosphere,East,UNKNOWN,1685.0,Multistorey Apartment,Bangalore,27500000.0
2.0,₹65 Lac,Not specified,Srirampura,1100.0,950,5909.0,2.0,2.0,Ready to move,Store Room,Resale,5,Unfurnished,Mitra kuteera royal Enclave sriramapura jukkur Bangalore,North,UNKNOWN,1100.0,Multistorey Apartment,Bangalore,6500000.0
2.0,₹1.2 Cr,Not specified,Yelahanka,1132.0,850,10600.0,2.0,0.0,Ready to move,None,Resale,1,Unfurnished,B - 105.,East,Arvind Bel Air,1132.0,Multistorey Apartment,Bangalore,12000000.0
2.0,₹76 Lac,Not specified,Bagalur Colony,896.0,735,8482.0,2.0,0.0,Not specified,None,Resale,18,Unfurnished,A1801.,East,Godrej Ananda,896.0,Multistorey Apartment,Bangalore,7600000.0
3.0,₹2 Cr,Not specified,Thanisandra,1437.0,1200,13917.0,2.0,0.0,Ready to move,None,New Property,23,Semi-Furnished,phase 2 - 23rd floor,East,Bhartiya City 2,1437.0,Multistorey Apartment,Bangalore,20000000.0
2.0,₹1.27 Cr,Not specified,Manyata Tech Park,1004.0,824,12649.0,2.0,3.0,Ready to move,None,Resale,10,Semi-Furnished,Kannuru Rd,East,Sobha Dream Gardens,1004.0,Multistorey Apartment,Bangalore,12700000.0
3.0,₹80 Lac,"₹4,47,999",Yelahanka,1492.0,1225,5361.0,2.0,3.0,Ready to move,None,Resale,3,Unfurnished,Yelahanka,East,DS MAX Stavam,1492.0,Multistorey Apartment,Bangalore,8000000.0
2.0,₹80 Lac,Not specified,Srirampura,1240.0,1080,6451.0,2.0,2.0,Ready to move,None,Resale,1,Semi-Furnished,MV royal Homes,North - East,MV Royal Homes,1240.0,Multistorey Apartment,Bangalore,8000000.0
3.0,₹1.6 Cr,Not specified,Thanisandra,1265.0,1038,12648.0,2.0,0.0,Ready to move,Study Room,Resale,13,Furnished,11304,West,Bhartiya City Nikoo Homes,1265.0,Multistorey Apartment,Bangalore,16000000.0
2.0,₹46 Lac,Not specified,Dwarka Nagar,1200.0,985,3833.0,2.0,0.0,Ready to move,None,Resale,5,Furnished,501.,North,Empiro Residency,1200.0,Multistorey Apartment,Bangalore,4600000.0
2.0,₹90 Lac,"₹5,03,999",Attur Layout,1170.0,768,7692.0,2.0,2.0,Not specified,None,Resale,3,Unfurnished,ajmera lakeside paradise Yehalanka,East,Ajmera Florenza,1170.0,Multistorey Apartment,Bangalore,9000000.0
2.0,₹53 Lac,Not specified,Thanisandra Main Road,1040.0,853,5096.0,2.0,3.0,Ready to move,None,New Property,3,Unfurnished,sangam galaxy,East,Sansidh Galaxy,1040.0,Multistorey Apartment,Bangalore,5300000.0
3.0,₹1 Cr,Not specified,Sahakara Nagar,1461.0,1199,6844.0,3.0,3.0,Ready to move,Store Room,Resale,2,Unfurnished,242,East,Fortuna Center Park,1461.0,Multistorey Apartment,Bangalore,10000000.0
3.0,₹1.4 Cr,Not specified,Kothanur,1488.0,1488,9408.0,3.0,2.0,Ready to move,Store Room,Resale,13,Semi-Furnished,Kothanur,East,Orchid Woods,1488.0,Multistorey Apartment,Bangalore,14000000.0
2.0,₹1.8 Cr,"₹10,07,999",Hennur Main Road,1431.0,934,12578.0,2.0,2.0,Not specified,None,Resale,14,Unfurnished,Hennur Main Road,South,Total Environment In That Quiet Earth,1431.0,Multistorey Apartment,Bangalore,18000000.0
3.0,₹1.25 Cr,Not specified,Hebbal,1720.0,1412,7267.0,3.0,3.0,Ready to move,None,Resale,2,Semi-Furnished,B211.,Not Specified,Hoysala Commanders Retreat,1720.0,Multistorey Apartment,Bangalore,12500000.0
3.0,₹2.75 Cr,"₹15,39,999",Hebbal,1640.0,1133,16768.0,3.0,0.0,Ready to move,None,Resale,30,Unfurnished,Hebbal,West,Karle Vario Homes,1640.0,Multistorey Apartment,Bangalore,27500000.0
3.0,₹1.6 Cr,Not specified,Jakkuru Layout,1650.0,1500,9696.0,3.0,0.0,Ready to move,None,Resale,7,Semi-Furnished,Jakkuru Layout,East,HRC Ibbani,1650.0,Multistorey Apartment,Bangalore,16000000.0
3.0,₹2.5 Cr,"₹13,99,999",Doddaballapur Main Road,1705.0,1400,14662.0,3.0,0.0,Ready to move,None,Resale,1,Unfurnished,Yelahanka,North,Prestige Royale Gardens,1705.0,Multistorey Apartment,Bangalore,25000000.0
2.0,₹90 Lac,"₹5,03,999",Byappanahalli,1080.0,1080,8333.0,2.0,2.0,Ready to move,None,Resale,2,Semi-Furnished,2nd Cross,East,UNKNOWN,1080.0,Multistorey Apartment,Bangalore,9000000.0
3.0,₹3.8 Cr,"₹21,28,000",Jakkuru Layout,3100.0,3100,12258.0,3.0,2.0,Ready to move,None,Resale,2,Semi-Furnished,28,West,Legacy Casero,3100.0,Multistorey Apartment,Bangalore,38000000.0
3.0,₹80 Lac,"₹4,47,999",Hebbal Kempapura,1313.0,988,6092.0,3.0,2.0,Ready to move,None,Resale,1,Furnished,Hebbal.BHUVANESHWARI NAGAR KEMPAPURA,East,UNKNOWN,1313.0,Multistorey Apartment,Bangalore,8000000.0
2.0,₹95 Lac,Not specified,Thanisandra Main Road,934.0,766,10171.0,2.0,0.0,Ready to move,None,Resale,7,Unfurnished,Thanisandra Main Road,North - West,Nikoo Homes,934.0,Multistorey Apartment,Bangalore,9500000.0
4.0,₹3.5 Cr,"₹19,59,999",Hebbal,2875.0,2500,12173.0,3.0,3.0,Ready to move,Store Room,Resale,7,Furnished,B702. siroya Environ,East,Siroya Environ,2875.0,Multistorey Apartment,Bangalore,35000000.0
2.0,₹1.29 Cr,Not specified,Thanisandra Main Road,1244.0,858,10369.0,2.0,2.0,Ready to move,None,Resale,9,Unfurnished,B Block Tower 1 Vajram Newtown Thanisandra Main Road Bangalore.,North - East,Vajram Newtown,1244.0,Multistorey Apartment,Bangalore,12900000.0
3.0,₹1.54 Cr,Not specified,Thanisandra,1350.0,1108,11407.0,2.0,0.0,Ready to move,None,Resale,24,Semi-Furnished,Thanisandra,Not Specified,Bhartiya City Nikoo Homes Phase 2,1350.0,Multistorey Apartment,Bangalore,15400000.0
2.0,₹95 Lac,Not specified,Kogilu,955.0,700,9947.0,2.0,0.0,Not specified,None,Resale,9,Unfurnished,Adarsh Greens,East,Adarsh Greens,955.0,Multistorey Apartment,Bangalore,9500000.0
2.0,₹1.3 Cr,"₹7,27,999",Thanisandra,1004.0,719,12948.0,2.0,2.0,Not specified,None,Resale,17,Unfurnished,Thanisandra,East,Sobha Dream Gardens,1004.0,Multistorey Apartment,Bangalore,13000000.0
3.0,₹85 Lac,Not specified,Badrappa Layout,1350.0,1108,6296.0,2.0,0.0,Ready to move,None,Resale,2,Semi-Furnished,Badrappa Layout,Not Specified,UNKNOWN,1350.0,Builder Floor Apartment,Bangalore,8500000.0
3.0,₹1.25 Cr,Not specified,Yelahanka,1500.0,1231,8333.0,2.0,0.0,Not specified,None,Resale,3,Furnished,Yelahanka,Not Specified,Whistling Woods,1500.0,Multistorey Apartment,Bangalore,12500000.0
2.0,₹2.2 Cr,Not specified,Bhuvaneshwari Nagar T Dasarahalli,1800.0,1478,12222.0,2.0,0.0,Ready to move,None,Resale,1,Furnished,Bhuvaneshwari Nagar-T Dasarahalli,Not Specified,UNKNOWN,1800.0,Residential House,Bangalore,22000000.0
4.0,₹1.7 Cr,Not specified,Thindlu,1500.0,1231,11333.0,4.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,Thindlu,Not Specified,UNKNOWN,1500.0,Residential House,Bangalore,17000000.0
2.0,₹1.1 Cr,Not specified,Jakkuru Layout,1057.0,1057,10406.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,Jakkuru Layout,Not Specified,Arvind Skylands,1057.0,Multistorey Apartment,Bangalore,11000000.0
5.0,₹2.5 Cr,Not specified,Sonnenahalli,1200.0,1200,20833.0,5.0,0.0,Ready to move,None,Not Specified,Not specified,Semi-Furnished,Sonnenahalli,Not Specified,UNKNOWN,1200.0,Villa,Bangalore,25000000.0
3.0,₹2.49 Cr,Not specified,Thanisandra Main Road,1670.0,1371,14910.0,3.0,2.0,Not specified,None,Resale,32,Semi-Furnished,32 nd floor,Not Specified,Nikoo Homes IV,1670.0,Multistorey Apartment,Bangalore,24900000.000000004
4.0,₹1.8 Cr,Not specified,Vaderahalli,2000.0,1642,9000.0,4.0,0.0,Ready to move,None,Resale,Not specified,Unfurnished,Vaderahalli,Not Specified,UNKNOWN,2000.0,Residential House,Bangalore,18000000.0
4.0,₹1.35 Cr,Not specified,Abbigere,900.0,739,15000.0,4.0,0.0,Ready to move,None,Resale,Not specified,Unfurnished,Abbigere,Not Specified,UNKNOWN,900.0,Residential House,Bangalore,13500000.0
3.0,₹2.2 Cr,Not specified,Hebbal Kempapura,1700.0,1548,12941.0,3.0,3.0,Ready to move,None,Resale,1,Semi-Furnished,K 103,Not Specified,Puravankara Purva Pavilion,1700.0,Multistorey Apartment,Bangalore,22000000.0
2.0,₹1 Cr,Not specified,T Dasarahalli,1200.0,985,8333.0,2.0,2.0,Ready to move,Store Room,Resale,2,Furnished,T Dasarahalli,West,UNKNOWN,1200.0,Residential House,Bangalore,10000000.0
3.0,₹1.4 Cr,Not specified,Yelahanka,1781.0,1462,7860.0,2.0,0.0,Ready to move,None,Resale,Not specified,Not Specified,Yelahanka,Not Specified,Shriram Sahaana,1781.0,Multistorey Apartment,Bangalore,14000000.0
5.0,₹2 Cr,"₹11,20,000",Sathanur,3000.0,3000,6666.0,3.0,2.0,Ready to move,None,Resale,1,Unfurnished,Bangalore,Not Specified,UNKNOWN,3000.0,Residential House,Bangalore,20000000.0
2.0,₹1.2 Cr,Not specified,Kempapura,1130.0,927,10619.0,2.0,0.0,Ready to move,None,Resale,2,Semi-Furnished,Kempapura,Not Specified,Sterling Garden apartment,1130.0,Multistorey Apartment,Bangalore,12000000.0
3.0,₹1.32 Cr,Not specified,Vidyaranyapura,1500.0,1231,8800.0,2.0,0.0,Ready to move,None,Resale,2,Semi-Furnished,Vidyaranyapura,Not Specified,UNKNOWN,1500.0,Builder Floor Apartment,Bangalore,13200000.0
8.0,₹2.1 Cr,Not specified,Kempaiah Block,1800.0,1350,11666.0,5.0,0.0,Ready to move,None,Resale,Not specified,Unfurnished,Kempaiah Block,Not Specified,UNKNOWN,1800.0,Residential House,Bangalore,21000000.0
2.0,₹1.05 Cr,Not specified,Thanisandra,1200.0,1200,8750.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,Thanisandra,West,UNKNOWN,1200.0,Residential House,Bangalore,10500000.0
3.0,₹2.8 Cr,Not specified,Hennur Main Road,2500.0,2052,11200.0,4.0,0.0,Not specified,None,Resale,Not specified,Unfurnished,Hennur Main Road,Not Specified,UNKNOWN,2500.0,Villa,Bangalore,28000000.0
3.0,₹1.75 Cr,Not specified,Hennur Main Road,1740.0,1428,10057.0,3.0,0.0,Ready to move,None,Resale,17,Semi-Furnished,Hennur Main Road,East,Mantri Webcity,1740.0,Multistorey Apartment,Bangalore,17500000.0
3.0,₹2.15 Cr,Not specified,Hebbal Kempapura,1800.0,1478,11944.0,3.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,Hebbal Kempapura,Not Specified,UNKNOWN,1800.0,Builder Floor Apartment,Bangalore,21500000.0
3.0,₹1.31 Cr,Not specified,Yelahanka New Town,1405.0,1153,9323.0,3.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,Yelahanka New Town,Not Specified,Ajmera Lakeside Paradise,1405.0,Multistorey Apartment,Bangalore,13100000.0
6.0,₹1.2 Cr,Not specified,Hegde Nagar,3000.0,2463,4000.0,4.0,0.0,Ready to move,None,Resale,2,Unfurnished,Hegde Nagar,Not Specified,UNKNOWN,3000.0,Residential House,Bangalore,12000000.0
6.0,₹1.7 Cr,Not specified,Cholanayakanahalli,1200.0,985,14166.0,6.0,5.0,Ready to move,None,Resale,2,Semi-Furnished,Cholanayakanahalli,Not Specified,UNKNOWN,1200.0,Builder Floor Apartment,Bangalore,17000000.0
2.0,₹90 Lac,"₹5,03,999",Hmt Layout Vidyaranyapura,1160.0,940,7758.0,2.0,0.0,Not specified,None,Resale,2,Unfurnished,13th main road,Not Specified,UNKNOWN,1160.0,Multistorey Apartment,Bangalore,9000000.0
3.0,₹1.1 Cr,Not specified,Bagalur Main Road,1043.0,856,10546.0,2.0,0.0,Ready to move,None,Resale,21,Unfurnished,Bagalur Main Road,Not Specified,Helio at Brigade El Dorado,1043.0,Multistorey Apartment,Bangalore,11000000.0
2.0,₹1.4 Cr,Not specified,Hennur Main Road,1232.0,899,11363.0,2.0,2.0,Ready to move,None,Resale,7,Semi-Furnished,Hennur Main Road,Not Specified,Puravankara The Waves at Purva Palm Beach,1232.0,Multistorey Apartment,Bangalore,14000000.0
3.0,₹1.1 Cr,Not specified,Yelahanka,1460.0,1198,7534.0,2.0,0.0,Ready to move,None,Resale,Not specified,Not Specified,Yelahanka,Not Specified,Pyramid Watsonia,1460.0,Multistorey Apartment,Bangalore,11000000.0
4.0,₹1.2 Cr,Not specified,Singapura,1800.0,1478,6666.0,3.0,0.0,Ready to move,None,Resale,Not specified,Unfurnished,Singapura,Not Specified,UNKNOWN,1800.0,Residential House,Bangalore,12000000.0
6.0,₹1.65 Cr,Not specified,Nagenahalli,3000.0,2463,5500.0,6.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,Nagenahalli,Not Specified,UNKNOWN,3000.0,Residential House,Bangalore,16500000.0
2.0,₹50 Lac,"₹2,80,000",Vidyaranyapura,1259.0,1215,3971.0,2.0,2.0,Ready to move,None,Resale,4,Furnished,Lakshmipura cross vidyaranyapura bangalore 560097.,East,Aurora Iris,1259.0,Multistorey Apartment,Bangalore,5000000.0
3.0,₹2.4 Cr,Not specified,Hennur Main Road,1629.0,1200,14732.0,3.0,2.0,Ready to move,None,Resale,9,Furnished,Hennur Main Road,Not Specified,Pride Pegasus,1629.0,Multistorey Apartment,Bangalore,24000000.0
3.0,₹2.53 Cr,Not specified,Sahakara Nagar,2360.0,1937,10720.0,3.0,0.0,Ready to move,None,Resale,4,Semi-Furnished,Sahakara Nagar,Not Specified,Chitrakut Century,2360.0,Multistorey Apartment,Bangalore,25299999.999999996
2.0,₹1.4 Cr,Not specified,Thanisandra,1009.0,1009,13875.0,2.0,3.0,Ready to move,None,Resale,19,Unfurnished,Thanisandra,Not Specified,Sobha Dream Gardens,1009.0,Multistorey Apartment,Bangalore,14000000.0
2.0,₹1.12 Cr,Not specified,Akshaya Nagar Attur Layout,1130.0,950,9911.0,2.0,0.0,Ready to move,None,Resale,2,Unfurnished,Akshaya Nagar Attur Layout,Not Specified,Yelahanka New Town RWA,1130.0,Multistorey Apartment,Bangalore,11200000.000000002
2.0,₹2.3 Cr,Not specified,Thanisandra,1300.0,1067,17692.0,2.0,0.0,Not specified,None,Resale,21,Unfurnished,Purva Atmosphere,Not Specified,UNKNOWN,1300.0,Multistorey Apartment,Bangalore,23000000.0
3.0,₹2 Cr,Not specified,Hebbal,1305.0,1071,15325.0,2.0,0.0,Ready to move,None,Resale,4,Semi-Furnished,Hebbal,Not Specified,UNKNOWN,1305.0,Multistorey Apartment,Bangalore,20000000.0
3.0,₹1.63 Cr,"₹9,12,799",Hennur Main Road,1730.0,1048,9421.0,3.0,3.0,Ready to move,None,Resale,18,Unfurnished,Hennur Main Road,Not Specified,Rohan Upavan,1730.0,Multistorey Apartment,Bangalore,16299999.999999998
3.0,₹1.15 Cr,Not specified,Judicial Layout,1308.0,1074,8792.0,3.0,0.0,Ready to move,None,Resale,12,Unfurnished,Judicial Layout,Not Specified,Provident Park Square,1308.0,Multistorey Apartment,Bangalore,11500000.0
2.0,₹58 Lac,"₹3,24,799",Yeswanthpur,800.0,750,7250.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,lic colony,North - East,UNKNOWN,800.0,Multistorey Apartment,Bangalore,5800000.0
3.0,₹1 Cr,Not specified,Yelahanka,1133.0,888,8826.0,2.0,2.0,Ready to move,None,Resale,4,Furnished,Yelahanka,West,Ramky One North,1133.0,Multistorey Apartment,Bangalore,10000000.0
2.0,₹65 Lac,"₹3,63,999",Vidyaranyapura,1211.0,994,5367.0,2.0,2.0,Ready to move,None,Resale,3,Furnished,Saravana tranquil heights,North,Saravana Tranquil Heights,1211.0,Multistorey Apartment,Bangalore,6500000.0
2.0,₹1.4 Cr,Not specified,Doddaballapur Main Road,1304.0,1070,10736.0,2.0,0.0,Ready to move,None,Resale,12,Semi-Furnished,Doddaballapur Main Road,East,Prestige Royale Gardens,1304.0,Multistorey Apartment,Bangalore,14000000.0
